"z","Points:0","Points:1","Points:2"
-5177.5,3.69e+05,1.5789e+05,0
-5180.9,3.71e+05,1.5875e+05,0
-5184,3.7158e+05,1.59e+05,0
-5191.3,3.73e+05,1.5961e+05,0
-5211,3.75e+05,1.6046e+05,0
-5207.7,3.7626e+05,1.61e+05,0
-5204.2,3.77e+05,1.6132e+05,0
-5182.6,3.79e+05,1.6217e+05,0
-5181.2,3.8093e+05,1.63e+05,0
-5181.3,3.81e+05,1.6303e+05,0
-5191.2,3.83e+05,1.6389e+05,0
-5202.3,3.85e+05,1.6474e+05,0
-5204.1,3.856e+05,1.65e+05,0
-5205.6,3.87e+05,1.656e+05,0
-5206.5,3.89e+05,1.6645e+05,0
-5206.6,3.9028e+05,1.67e+05,0
-5207.3,3.91e+05,1.6731e+05,0
-5217.3,3.93e+05,1.6816e+05,0
-5217.8,3.9495e+05,1.69e+05,0
-5217.8,3.95e+05,1.6902e+05,0
-5217.3,3.97e+05,1.6988e+05,0
-5215,3.99e+05,1.7073e+05,0
-5214.8,3.9963e+05,1.71e+05,0
-5216.5,4.01e+05,1.7159e+05,0
-5221.9,4.03e+05,1.7244e+05,0
-5229.3,4.043e+05,1.73e+05,0
-5233.9,4.05e+05,1.733e+05,0
-5249.2,4.07e+05,1.7416e+05,0
-5266.4,4.0897e+05,1.75e+05,0
-5266.7,4.09e+05,1.7501e+05,0
-5283.7,4.11e+05,1.7587e+05,0
-5280.8,4.13e+05,1.7672e+05,0
-5278.7,4.1365e+05,1.77e+05,0
-5272.7,4.15e+05,1.7758e+05,0
-5257.5,4.17e+05,1.7843e+05,0
-5246.3,4.1832e+05,1.79e+05,0
-5240,4.19e+05,1.7929e+05,0
-5237.5,4.21e+05,1.8015e+05,0
-5242.1,4.23e+05,1.81e+05,0
-5242.1,4.23e+05,1.81e+05,0
-5248.8,4.25e+05,1.8186e+05,0
-5256.1,4.27e+05,1.8271e+05,0
-5257,4.2767e+05,1.83e+05,0
-5258.3,4.29e+05,1.8357e+05,0
-5262,4.31e+05,1.8442e+05,0
-5266.4,4.3234e+05,1.85e+05,0
-5269.2,4.33e+05,1.8528e+05,0
-5283.1,4.35e+05,1.8614e+05,0
-5299.5,4.37e+05,1.8699e+05,0
-5299.6,4.3702e+05,1.87e+05,0
-5310.1,4.39e+05,1.8785e+05,0
-5313.3,4.41e+05,1.887e+05,0
-5312.5,4.4169e+05,1.89e+05,0
-5307.6,4.43e+05,1.8956e+05,0
-5291.3,4.45e+05,1.9042e+05,0
-5278.5,4.4637e+05,1.91e+05,0
-5272.3,4.47e+05,1.9127e+05,0
-5259.6,4.49e+05,1.9213e+05,0
-5251.5,4.51e+05,1.9298e+05,0
-5251.2,4.5104e+05,1.93e+05,0
-5238.9,4.53e+05,1.9384e+05,0
-5237.4,4.55e+05,1.9469e+05,0
-5235.8,4.5571e+05,1.95e+05,0
-5233.8,4.57e+05,1.9555e+05,0
-5251.7,4.59e+05,1.9641e+05,0
-5266.3,4.6039e+05,1.97e+05,0
-5272,4.61e+05,1.9726e+05,0
-5277,4.63e+05,1.9812e+05,0
-5270.7,4.65e+05,1.9897e+05,0
-5271.7,4.6506e+05,1.99e+05,0
-5300.6,4.67e+05,1.9983e+05,0
-5301.5,4.69e+05,2.0068e+05,0
-5299.4,4.6974e+05,2.01e+05,0
-5295.4,4.71e+05,2.0154e+05,0
-5308,4.73e+05,2.024e+05,0
-5313.6,4.7441e+05,2.03e+05,0
-5315.9,4.75e+05,2.0325e+05,0
-5323.9,4.77e+05,2.0411e+05,0
-5326.5,4.79e+05,2.0496e+05,0
-5326.8,4.7908e+05,2.05e+05,0
-5334.6,4.81e+05,2.0582e+05,0
-5356.8,4.83e+05,2.0668e+05,0
-5347.9,4.8376e+05,2.07e+05,0
-5343,4.85e+05,2.0753e+05,0
-5366.9,4.87e+05,2.0839e+05,0
-5368.8,4.8843e+05,2.09e+05,0
-5369.4,4.89e+05,2.0924e+05,0
-5367.3,4.91e+05,2.101e+05,0
-5354.7,4.93e+05,2.1095e+05,0
-5354.8,4.9311e+05,2.11e+05,0
-5354.2,4.95e+05,2.1181e+05,0
-5369.5,4.97e+05,2.1267e+05,0
-5372.2,4.9778e+05,2.13e+05,0
-5376.9,4.99e+05,2.1352e+05,0
-5385.6,5.01e+05,2.1438e+05,0
-5390.3,5.0245e+05,2.15e+05,0
-5392.5,5.03e+05,2.1523e+05,0
-5395.9,5.05e+05,2.1609e+05,0
-5432.8,5.07e+05,2.1695e+05,0
-5433.5,5.0713e+05,2.17e+05,0
-5443,5.09e+05,2.178e+05,0
-5456.5,5.11e+05,2.1866e+05,0
-5451.6,5.118e+05,2.19e+05,0
-5446.5,5.13e+05,2.1951e+05,0
-5353.1,5.15e+05,2.2037e+05,0
-5396.5,5.1648e+05,2.21e+05,0
-5397.5,5.17e+05,2.2122e+05,0
-5398,5.19e+05,2.2208e+05,0
-5390,5.21e+05,2.2294e+05,0
-5391.1,5.2115e+05,2.23e+05,0
-5406.6,5.23e+05,2.2379e+05,0
-5398.6,5.25e+05,2.2465e+05,0
-5399.7,5.2582e+05,2.25e+05,0
-5401.2,5.27e+05,2.255e+05,0
-5408.1,5.29e+05,2.2636e+05,0
-5400.2,5.305e+05,2.27e+05,0
-5398.4,5.31e+05,2.2721e+05,0
-5406.6,5.33e+05,2.2807e+05,0
-5432,5.35e+05,2.2893e+05,0
-5433.8,5.3517e+05,2.29e+05,0
-5453.3,5.37e+05,2.2978e+05,0
-5457.5,5.39e+05,2.3064e+05,0
-5467.4,5.3985e+05,2.31e+05,0
-5475.7,5.41e+05,2.3149e+05,0
-5480.1,5.43e+05,2.3235e+05,0
-5481.9,5.4452e+05,2.33e+05,0
-5479.4,5.45e+05,2.3321e+05,0
-5436.3,5.47e+05,2.3406e+05,0
-5421.3,5.49e+05,2.3492e+05,0
-5424.1,5.4919e+05,2.35e+05,0
-5457.4,5.51e+05,2.3577e+05,0
-5487.5,5.53e+05,2.3663e+05,0
-5505.1,5.5387e+05,2.37e+05,0
-5532.4,5.55e+05,2.3748e+05,0
-5596.7,5.57e+05,2.3834e+05,0
-5635.3,5.5854e+05,2.39e+05,0
-5645.6,5.59e+05,2.392e+05,0
-5672.6,5.61e+05,2.4005e+05,0
-5681.7,5.63e+05,2.4091e+05,0
-5678,5.6322e+05,2.41e+05,0
-5634,5.65e+05,2.4176e+05,0
-5556.8,5.67e+05,2.4262e+05,0
-5519.7,5.6789e+05,2.43e+05,0
-5472.2,5.69e+05,2.4347e+05,0
-5374.9,5.71e+05,2.4433e+05,0
-5323.5,5.7256e+05,2.45e+05,0
-5313.2,5.73e+05,2.4519e+05,0
-5272.5,5.75e+05,2.4604e+05,0
-5251.2,5.77e+05,2.469e+05,0
-5251.7,5.7724e+05,2.47e+05,0
-5255.7,5.79e+05,2.4775e+05,0
-5263.6,5.81e+05,2.4861e+05,0
-5270.1,5.8191e+05,2.49e+05,0
-5277.4,5.83e+05,2.4947e+05,0
-5278,5.85e+05,2.5032e+05,0
-5278.7,5.8659e+05,2.51e+05,0
-5279.8,5.87e+05,2.5118e+05,0
-5289.3,5.89e+05,2.5203e+05,0
-5299.8,5.91e+05,2.5289e+05,0
-5303.4,5.9126e+05,2.53e+05,0
-5328.2,5.93e+05,2.5374e+05,0
-5369.2,5.95e+05,2.546e+05,0
-5393.3,5.9593e+05,2.55e+05,0
-5418.9,5.97e+05,2.5546e+05,0
-5455.3,5.99e+05,2.5631e+05,0
-5455.7,6.0061e+05,2.57e+05,0
-5454.1,6.01e+05,2.5717e+05,0
-5332.5,6.03e+05,2.5802e+05,0
-5248.2,6.05e+05,2.5888e+05,0
-5245.5,6.0528e+05,2.59e+05,0
-5256.9,6.07e+05,2.5974e+05,0
-5196.4,6.09e+05,2.6059e+05,0
-5190.5,6.0996e+05,2.61e+05,0
-5198.5,6.11e+05,2.6145e+05,0
-5351.2,6.13e+05,2.623e+05,0
-5292.4,6.1463e+05,2.63e+05,0
-5279.1,6.15e+05,2.6316e+05,0
-5248.2,6.17e+05,2.6401e+05,0
-5303.5,6.19e+05,2.6487e+05,0
-5312.3,6.193e+05,2.65e+05,0
-5370.2,6.21e+05,2.6573e+05,0
-5412.7,6.23e+05,2.6658e+05,0
-5418.6,6.2398e+05,2.67e+05,0
-5422.3,6.25e+05,2.6744e+05,0
-5420.1,6.27e+05,2.6829e+05,0
-5407,6.2865e+05,2.69e+05,0
-5403.9,6.29e+05,2.6915e+05,0
-5391.5,6.31e+05,2.7e+05,0
-5389.8,6.33e+05,2.7086e+05,0
-5391.6,6.3333e+05,2.71e+05,0
-5398.9,6.35e+05,2.7172e+05,0
-5399.9,6.37e+05,2.7257e+05,0
-5395.7,6.38e+05,2.73e+05,0
-5392.9,6.39e+05,2.7343e+05,0
-5386.2,6.41e+05,2.7428e+05,0
-5377.6,6.4267e+05,2.75e+05,0
-5376.5,6.43e+05,2.7514e+05,0
-5360.1,6.45e+05,2.76e+05,0
-5336.9,6.47e+05,2.7685e+05,0
-5332.1,6.4735e+05,2.77e+05,0
-5309.1,6.49e+05,2.7771e+05,0
-5283.4,6.51e+05,2.7856e+05,0
-5276.6,6.5202e+05,2.79e+05,0
-5268.6,6.53e+05,2.7942e+05,0
-5271.1,6.55e+05,2.8027e+05,0
-5290.7,6.567e+05,2.81e+05,0
-5294,6.57e+05,2.8113e+05,0
-5324.3,6.59e+05,2.8199e+05,0
-5352.7,6.61e+05,2.8284e+05,0
-5355,6.6137e+05,2.83e+05,0
-5362.8,6.63e+05,2.837e+05,0
-5385.2,6.65e+05,2.8455e+05,0
-5398.9,6.6604e+05,2.85e+05,0
-5407.9,6.67e+05,2.8541e+05,0
-5426.7,6.69e+05,2.8626e+05,0
-5448.1,6.7072e+05,2.87e+05,0
-5451.2,6.71e+05,2.8712e+05,0
-5459,6.73e+05,2.8798e+05,0
-5459.4,6.75e+05,2.8883e+05,0
-5457.8,6.7539e+05,2.89e+05,0
-5449.2,6.77e+05,2.8969e+05,0
-5440.1,6.79e+05,2.9054e+05,0
-5436.4,6.8007e+05,2.91e+05,0
-5434.4,6.81e+05,2.914e+05,0
-5425.3,6.83e+05,2.9226e+05,0
-5420,6.8474e+05,2.93e+05,0
-5418.5,6.85e+05,2.9311e+05,0
-5426,6.87e+05,2.9397e+05,0
-5445.5,6.89e+05,2.9482e+05,0
-5446.2,6.8941e+05,2.95e+05,0
-5447.4,6.91e+05,2.9568e+05,0
-5443,6.93e+05,2.9653e+05,0
-5399.1,6.9409e+05,2.97e+05,0
-5369.8,6.95e+05,2.9739e+05,0
-5178.2,6.97e+05,2.9825e+05,0
-5294.8,6.9876e+05,2.99e+05,0
-5307.9,6.99e+05,2.991e+05,0
-5410,7.01e+05,2.9996e+05,0
-5374.2,7.03e+05,3.0081e+05,0
-5365.9,7.0344e+05,3.01e+05,0
-5333.6,7.05e+05,3.0167e+05,0
-5288.3,7.07e+05,3.0253e+05,0
-5286.3,7.0811e+05,3.03e+05,0
-5284.3,7.09e+05,3.0338e+05,0
-5285.5,7.11e+05,3.0424e+05,0
-5284.9,7.1278e+05,3.05e+05,0
-5284.8,7.13e+05,3.0509e+05,0
-5285.5,7.15e+05,3.0595e+05,0
-5298.9,7.17e+05,3.068e+05,0
-5299.5,7.1746e+05,3.07e+05,0
-5306.7,7.19e+05,3.0766e+05,0
-5316.7,7.21e+05,3.0852e+05,0
-5312.5,7.2213e+05,3.09e+05,0
-5307.9,7.23e+05,3.0937e+05,0
-5295.2,7.25e+05,3.1023e+05,0
-5269,7.2681e+05,3.11e+05,0
-5266.3,7.27e+05,3.1108e+05,0
-5230.5,7.29e+05,3.1194e+05,0
-5211,7.31e+05,3.1279e+05,0
-5224.6,7.3148e+05,3.13e+05,0
-5258.6,7.33e+05,3.1365e+05,0
-5221,7.35e+05,3.1451e+05,0
-5225.5,7.3615e+05,3.15e+05,0
-5238.2,7.37e+05,3.1536e+05,0
-5348.7,7.39e+05,3.1622e+05,0
-5449.6,7.4083e+05,3.17e+05,0
-5457.5,7.41e+05,3.1707e+05,0
-5483.1,7.43e+05,3.1793e+05,0
-5515.6,7.45e+05,3.1879e+05,0
-5502.8,7.455e+05,3.19e+05,0
-5438.3,7.47e+05,3.1964e+05,0
-5300.9,7.49e+05,3.205e+05,0
-5289.9,7.5018e+05,3.21e+05,0
-5288.4,7.51e+05,3.2135e+05,0
-5351.9,7.53e+05,3.2221e+05,0
-5366.4,7.5485e+05,3.23e+05,0
-5368.1,7.55e+05,3.2306e+05,0
-5363.6,7.57e+05,3.2392e+05,0
-5347.8,7.59e+05,3.2478e+05,0
-5337.6,7.5952e+05,3.25e+05,0
-5317.4,7.61e+05,3.2563e+05,0
-5342.3,7.63e+05,3.2649e+05,0
-5352.6,7.642e+05,3.27e+05,0
-5359.6,7.65e+05,3.2734e+05,0
-5326.8,7.67e+05,3.282e+05,0
-5337.8,7.6887e+05,3.29e+05,0
-5338.2,7.69e+05,3.2905e+05,0
-5358.7,7.71e+05,3.2991e+05,0
-5364.7,7.73e+05,3.3077e+05,0
-5369.2,7.7355e+05,3.31e+05,0
-5382.3,7.75e+05,3.3162e+05,0
-5386.8,7.77e+05,3.3248e+05,0
-5394.5,7.7822e+05,3.33e+05,0
-5401.5,7.79e+05,3.3333e+05,0
-5403.5,7.81e+05,3.3419e+05,0
-5420.9,7.8289e+05,3.35e+05,0
-5421.8,7.83e+05,3.3505e+05,0
-5440.4,7.85e+05,3.359e+05,0
-5434.8,7.87e+05,3.3676e+05,0
-5436.7,7.8757e+05,3.37e+05,0
-5435.2,7.89e+05,3.3761e+05,0
-5457.3,7.91e+05,3.3847e+05,0
-5449.1,7.9224e+05,3.39e+05,0
-5443.7,7.93e+05,3.3932e+05,0
-5472.1,7.95e+05,3.4018e+05,0
-5447.6,7.9692e+05,3.41e+05,0
-5446.3,7.97e+05,3.4104e+05,0
-5385.6,7.99e+05,3.4189e+05,0
-5370.3,8.01e+05,3.4275e+05,0
-5357.5,8.0159e+05,3.43e+05,0
-5326.8,8.03e+05,3.436e+05,0
-5297.9,8.05e+05,3.4446e+05,0
-5316,8.0626e+05,3.45e+05,0
-5325.1,8.07e+05,3.4532e+05,0
-5349,8.09e+05,3.4617e+05,0
-5371,8.1094e+05,3.47e+05,0
-5371.6,8.11e+05,3.4703e+05,0
-5402.6,8.13e+05,3.4788e+05,0
-5432.5,8.15e+05,3.4874e+05,0
-5438,8.1561e+05,3.49e+05,0
-5447.6,8.17e+05,3.4959e+05,0
-5451.9,8.19e+05,3.5045e+05,0
-5443.9,8.2029e+05,3.51e+05,0
-5428.4,8.21e+05,3.5131e+05,0
-5408.7,8.23e+05,3.5216e+05,0
-5411.1,8.2496e+05,3.53e+05,0
-5411.3,8.25e+05,3.5302e+05,0
-5408.5,8.27e+05,3.5387e+05,0
-5449.6,8.29e+05,3.5473e+05,0
-5463.5,8.2963e+05,3.55e+05,0
-5484.4,8.31e+05,3.5558e+05,0
-5471.4,8.33e+05,3.5644e+05,0
-5455.3,8.3431e+05,3.57e+05,0
-5444,8.35e+05,3.573e+05,0
-5418.8,8.37e+05,3.5815e+05,0
-5401.8,8.3898e+05,3.59e+05,0
-5401.7,8.39e+05,3.5901e+05,0
-5376.5,8.41e+05,3.5986e+05,0
-5327.4,8.43e+05,3.6072e+05,0
-5316.9,8.4366e+05,3.61e+05,0
-5296.6,8.45e+05,3.6158e+05,0
-5277.2,8.47e+05,3.6243e+05,0
-5272.3,8.4833e+05,3.63e+05,0
-5277,8.49e+05,3.6329e+05,0
-5298.6,8.51e+05,3.6414e+05,0
-5325.9,8.53e+05,3.65e+05,0
-5325.9,8.53e+05,3.65e+05,0
-5343.2,8.55e+05,3.6585e+05,0
-5335.3,8.57e+05,3.6671e+05,0
-5335.7,8.5768e+05,3.67e+05,0
-5350.4,8.59e+05,3.6757e+05,0
-5395.7,8.61e+05,3.6842e+05,0
-5393.2,8.6235e+05,3.69e+05,0
-5395.8,8.63e+05,3.6928e+05,0
-5433.2,8.65e+05,3.7013e+05,0
-5450.3,8.67e+05,3.7099e+05,0
-5450.8,8.6703e+05,3.71e+05,0
-5510.1,8.69e+05,3.7184e+05,0
-5597.8,8.71e+05,3.727e+05,0
-5608.5,8.717e+05,3.73e+05,0
-5617,8.73e+05,3.7356e+05,0
-5611.5,8.75e+05,3.7441e+05,0
-5657,8.7637e+05,3.75e+05,0
-5676.2,8.77e+05,3.7527e+05,0
-5692.2,8.79e+05,3.7612e+05,0
-5655.9,8.81e+05,3.7698e+05,0
-5656.4,8.8105e+05,3.77e+05,0
-5670.4,8.83e+05,3.7784e+05,0
-5678.2,8.85e+05,3.7869e+05,0
-5677.2,8.8572e+05,3.79e+05,0
-5685.8,8.87e+05,3.7955e+05,0
-5701,8.89e+05,3.804e+05,0
-5714.2,8.904e+05,3.81e+05,0
-5713.8,8.91e+05,3.8126e+05,0
-5692,8.93e+05,3.8211e+05,0
-5703.6,8.95e+05,3.8297e+05,0
-5702.5,8.9507e+05,3.83e+05,0
-5648.9,8.97e+05,3.8383e+05,0
-5599.6,8.99e+05,3.8468e+05,0
-5593.8,8.9974e+05,3.85e+05,0
-5585,9.01e+05,3.8554e+05,0
-5472.5,9.03e+05,3.8639e+05,0
-5483.3,9.0442e+05,3.87e+05,0
-5490.6,9.05e+05,3.8725e+05,0
-5500.8,9.07e+05,3.8811e+05,0
-5467.9,9.09e+05,3.8896e+05,0
-5462.6,9.0909e+05,3.89e+05,0
-5396.5,9.11e+05,3.8982e+05,0
-5369.3,9.13e+05,3.9067e+05,0
-5392.6,9.1377e+05,3.91e+05,0
-5419.4,9.15e+05,3.9153e+05,0
-5532.6,9.17e+05,3.9238e+05,0
-5619.2,9.1844e+05,3.93e+05,0
-5637.2,9.19e+05,3.9324e+05,0
-5598.2,9.21e+05,3.941e+05,0
-5584.9,9.23e+05,3.9495e+05,0
-5584.2,9.2311e+05,3.95e+05,0
-5580.8,9.25e+05,3.9581e+05,0
-5526.9,9.27e+05,3.9666e+05,0
-5529.2,9.2779e+05,3.97e+05,0
-5533.6,9.29e+05,3.9752e+05,0
-5551.7,9.31e+05,3.9837e+05,0
-5513.8,9.3246e+05,3.99e+05,0
-5499.9,9.33e+05,3.9923e+05,0
-5481.8,9.35e+05,4.0009e+05,0
-5499.6,9.37e+05,4.0094e+05,0
-5500.4,9.3714e+05,4.01e+05,0
-5502.2,9.39e+05,4.018e+05,0
-5506.9,9.41e+05,4.0265e+05,0
-5505.7,9.4181e+05,4.03e+05,0
-5497.8,9.43e+05,4.0351e+05,0
-5501.8,9.45e+05,4.0437e+05,0
-5508.7,9.4648e+05,4.05e+05,0
-5510.6,9.47e+05,4.0522e+05,0
-5500.9,9.49e+05,4.0608e+05,0
-5491.5,9.51e+05,4.0693e+05,0
-5490.2,9.5116e+05,4.07e+05,0
-5476,9.53e+05,4.0779e+05,0
-5463.3,9.55e+05,4.0864e+05,0
-5453.4,9.5583e+05,4.09e+05,0
-5441.3,9.57e+05,4.095e+05,0
-5428.9,9.59e+05,4.1036e+05,0
-5411.4,9.6051e+05,4.11e+05,0
-5406.1,9.61e+05,4.1121e+05,0
-5393.7,9.63e+05,4.1207e+05,0
-5448.4,9.65e+05,4.1292e+05,0
-5444.8,9.6518e+05,4.13e+05,0
-5394.8,9.67e+05,4.1378e+05,0
-5393.7,9.69e+05,4.1463e+05,0
-5412.5,9.6985e+05,4.15e+05,0
-5442.8,9.71e+05,4.1549e+05,0
-5454.3,9.73e+05,4.1635e+05,0
-5457.2,9.7453e+05,4.17e+05,0
-5453.4,9.75e+05,4.172e+05,0
-5435.2,9.77e+05,4.1806e+05,0
-5402.3,9.79e+05,4.1891e+05,0
-5400.6,9.792e+05,4.19e+05,0
-5386.6,9.81e+05,4.1977e+05,0
-5417.9,9.83e+05,4.2063e+05,0
-5434.7,9.8388e+05,4.21e+05,0
-5455.7,9.85e+05,4.2148e+05,0
-5494.9,9.87e+05,4.2234e+05,0
-5507.1,9.8855e+05,4.23e+05,0
-5510.1,9.89e+05,4.2319e+05,0
-5516.7,9.91e+05,4.2405e+05,0
-5529.3,9.93e+05,4.249e+05,0
-5530.6,9.9322e+05,4.25e+05,0
-5537.4,9.95e+05,4.2576e+05,0
-5553.5,9.97e+05,4.2662e+05,0
-5557.3,9.979e+05,4.27e+05,0
-5559.3,9.99e+05,4.2747e+05,0
-5558.1,1.001e+06,4.2833e+05,0
-5559.7,1.0026e+06,4.29e+05,0
-5560.4,1.003e+06,4.2918e+05,0
-5556.7,1.005e+06,4.3004e+05,0
-5549.9,1.007e+06,4.3089e+05,0
-5547.4,1.0072e+06,4.31e+05,0
-5531.4,1.009e+06,4.3175e+05,0
-5504.7,1.011e+06,4.3261e+05,0
-5494.3,1.0119e+06,4.33e+05,0
-5480.9,1.013e+06,4.3346e+05,0
-5469.2,1.015e+06,4.3432e+05,0
-5467.1,1.0166e+06,4.35e+05,0
-5467.3,1.017e+06,4.3517e+05,0
-5477.5,1.019e+06,4.3603e+05,0
-5494.9,1.021e+06,4.3689e+05,0
-5495.3,1.0213e+06,4.37e+05,0
-5498.1,1.023e+06,4.3774e+05,0
-5500.5,1.025e+06,4.386e+05,0
-5491.7,1.0259e+06,4.39e+05,0
-5483.6,1.027e+06,4.3945e+05,0
-5467.8,1.029e+06,4.4031e+05,0
-5463.8,1.0306e+06,4.41e+05,0
-5464,1.031e+06,4.4116e+05,0
-5482.5,1.033e+06,4.4202e+05,0
-5508.1,1.035e+06,4.4288e+05,0
-5512.8,1.0353e+06,4.43e+05,0
-5542,1.037e+06,4.4373e+05,0
-5569.4,1.039e+06,4.4459e+05,0
-5577,1.04e+06,4.45e+05,0
-5583.7,1.041e+06,4.4544e+05,0
-5581.9,1.043e+06,4.463e+05,0
-5555.2,1.0446e+06,4.47e+05,0
-5549.2,1.045e+06,4.4716e+05,0
-5533.4,1.047e+06,4.4801e+05,0
-5519.4,1.049e+06,4.4887e+05,0
-5517.4,1.0493e+06,4.49e+05,0
-5503.7,1.051e+06,4.4972e+05,0
-5525,1.053e+06,4.5058e+05,0
-5512.8,1.054e+06,4.51e+05,0
-5506.5,1.055e+06,4.5143e+05,0
-5519.9,1.057e+06,4.5229e+05,0
-5535.8,1.0587e+06,4.53e+05,0
-5538.4,1.059e+06,4.5315e+05,0
-5562.4,1.061e+06,4.54e+05,0
-5590.1,1.063e+06,4.5486e+05,0
-5593.7,1.0633e+06,4.55e+05,0
-5605.9,1.065e+06,4.5571e+05,0
-5600.1,1.067e+06,4.5657e+05,0
-5591.4,1.068e+06,4.57e+05,0
-5583.9,1.069e+06,4.5742e+05,0
-5573.6,1.071e+06,4.5828e+05,0
-5569.5,1.0727e+06,4.59e+05,0
-5568.7,1.073e+06,4.5914e+05,0
-5547.5,1.075e+06,4.5999e+05,0
-5528.8,1.077e+06,4.6085e+05,0
-5526.9,1.0774e+06,4.61e+05,0
-5520.6,1.079e+06,4.617e+05,0
-5504,1.081e+06,4.6256e+05,0
-5493.6,1.082e+06,4.63e+05,0
-5482.8,1.083e+06,4.6342e+05,0
-5471.3,1.085e+06,4.6427e+05,0
-5458.4,1.0867e+06,4.65e+05,0
-5456,1.087e+06,4.6513e+05,0
-5453.9,1.089e+06,4.6598e+05,0
-5454.4,1.091e+06,4.6684e+05,0
-5453.4,1.0914e+06,4.67e+05,0
-5446.5,1.093e+06,4.6769e+05,0
-5442.1,1.095e+06,4.6855e+05,0
-5432.5,1.0961e+06,4.69e+05,0
-5423.4,1.097e+06,4.6941e+05,0
-5404.2,1.099e+06,4.7026e+05,0
-5403.4,1.1007e+06,4.71e+05,0
-5403.5,1.101e+06,4.7112e+05,0
-5413.7,1.103e+06,4.7197e+05,0
-5427.5,1.105e+06,4.7283e+05,0
-5432.9,1.1054e+06,4.73e+05,0
-5458.1,1.107e+06,4.7368e+05,0
-5495.1,1.109e+06,4.7454e+05,0
-5513.4,1.1101e+06,4.75e+05,0
-5529.6,1.111e+06,4.754e+05,0
-5557.3,1.113e+06,4.7625e+05,0
-5576.2,1.1147e+06,4.77e+05,0
-5578.7,1.115e+06,4.7711e+05,0
-5583.9,1.117e+06,4.7796e+05,0
-5576.4,1.119e+06,4.7882e+05,0
-5573.3,1.1194e+06,4.79e+05,0
-5559.3,1.121e+06,4.7968e+05,0
-5526.8,1.123e+06,4.8053e+05,0
-5506.4,1.1241e+06,4.81e+05,0
-5489.1,1.125e+06,4.8139e+05,0
-5493.2,1.127e+06,4.8224e+05,0
-5509.4,1.1288e+06,4.83e+05,0
-5511.8,1.129e+06,4.831e+05,0
-5525.5,1.131e+06,4.8395e+05,0
-5534.8,1.133e+06,4.8481e+05,0
-5536.3,1.1334e+06,4.85e+05,0
-5542.8,1.135e+06,4.8567e+05,0
-5548.6,1.137e+06,4.8652e+05,0
-5551.9,1.1381e+06,4.87e+05,0
-5555.1,1.139e+06,4.8738e+05,0
-5568.4,1.141e+06,4.8823e+05,0
-5579.9,1.1428e+06,4.89e+05,0
-5581.4,1.143e+06,4.8909e+05,0
-5588.5,1.145e+06,4.8995e+05,0
-5585.5,1.147e+06,4.908e+05,0
-5582.7,1.1475e+06,4.91e+05,0
-5572.2,1.149e+06,4.9166e+05,0
-5563.4,1.151e+06,4.9251e+05,0
-5564.3,1.1521e+06,4.93e+05,0
-5565.7,1.153e+06,4.9337e+05,0
-5574.3,1.155e+06,4.9422e+05,0
-5584.9,1.1568e+06,4.95e+05,0
-5585.7,1.157e+06,4.9508e+05,0
-5583.3,1.159e+06,4.9594e+05,0
-5584.7,1.161e+06,4.9679e+05,0
-5584.5,1.1615e+06,4.97e+05,0
-5585.7,1.163e+06,4.9765e+05,0
-5584.5,1.165e+06,4.985e+05,0
