"z","Points:0","Points:1","Points:2"
-5593.3,1.1662e+06,4.99e+05,0
-5599.5,1.167e+06,4.9936e+05,0
-5590.3,1.169e+06,5.0021e+05,0
-5579.2,1.1708e+06,5.01e+05,0
-5578.6,1.171e+06,5.0107e+05,0
-5587.6,1.173e+06,5.0193e+05,0
-5606.3,1.175e+06,5.0278e+05,0
-5609.5,1.1755e+06,5.03e+05,0
-5619.2,1.177e+06,5.0364e+05,0
-5629.3,1.179e+06,5.0449e+05,0
-5633.5,1.1802e+06,5.05e+05,0
-5636.4,1.181e+06,5.0535e+05,0
-5640.6,1.183e+06,5.0621e+05,0
-5632,1.1849e+06,5.07e+05,0
-5631.3,1.185e+06,5.0706e+05,0
-5616.4,1.187e+06,5.0792e+05,0
-5611.1,1.189e+06,5.0877e+05,0
-5616,1.1895e+06,5.09e+05,0
-5632.2,1.191e+06,5.0963e+05,0
-5633.6,1.193e+06,5.1048e+05,0
-5618.2,1.1942e+06,5.11e+05,0
-5606.1,1.195e+06,5.1134e+05,0
-5618.5,1.197e+06,5.122e+05,0
-5634,1.1989e+06,5.13e+05,0
-5635.2,1.199e+06,5.1305e+05,0
-5631,1.201e+06,5.1391e+05,0
-5623.5,1.203e+06,5.1476e+05,0
-5621.1,1.2036e+06,5.15e+05,0
-5614.5,1.205e+06,5.1562e+05,0
-5599.1,1.207e+06,5.1647e+05,0
-5588.9,1.2082e+06,5.17e+05,0
-5582.6,1.209e+06,5.1733e+05,0
-5570.9,1.211e+06,5.1819e+05,0
-5569.2,1.2129e+06,5.19e+05,0
-5569.1,1.213e+06,5.1904e+05,0
-5578.7,1.215e+06,5.199e+05,0
-5584.5,1.217e+06,5.2075e+05,0
-5582.4,1.2176e+06,5.21e+05,0
-5581.6,1.219e+06,5.2161e+05,0
-5568.8,1.221e+06,5.2247e+05,0
-5561.1,1.2222e+06,5.23e+05,0
-5557.2,1.223e+06,5.2332e+05,0
-5565.8,1.225e+06,5.2418e+05,0
-5581.2,1.2269e+06,5.25e+05,0
-5581.7,1.227e+06,5.2503e+05,0
-5586.9,1.229e+06,5.2589e+05,0
-5597.3,1.231e+06,5.2674e+05,0
-5600.1,1.2316e+06,5.27e+05,0
-5611.2,1.233e+06,5.276e+05,0
-5624.6,1.235e+06,5.2846e+05,0
-5641.5,1.2363e+06,5.29e+05,0
-5650.8,1.237e+06,5.2931e+05,0
-5615.5,1.239e+06,5.3017e+05,0
-5657.2,1.2409e+06,5.31e+05,0
-5658,1.241e+06,5.3102e+05,0
-5735.1,1.243e+06,5.3188e+05,0
-5771.6,1.245e+06,5.3274e+05,0
-5776.3,1.2456e+06,5.33e+05,0
-5781.4,1.247e+06,5.3359e+05,0
-5412.8,1.249e+06,5.3445e+05,0
-5094.4,1.2503e+06,5.35e+05,0
-4956.6,1.251e+06,5.353e+05,0
-5201,1.253e+06,5.3616e+05,0
-5520,1.255e+06,5.37e+05,0
-5525.5,1.255e+06,5.3701e+05,0
-5643.6,1.257e+06,5.3787e+05,0
-5693.6,1.259e+06,5.3873e+05,0
-5686.4,1.2596e+06,5.39e+05,0
-5671.6,1.261e+06,5.3958e+05,0
-5616.9,1.263e+06,5.4044e+05,0
-5582.1,1.2643e+06,5.41e+05,0
-5562.9,1.265e+06,5.4129e+05,0
-5507.6,1.267e+06,5.4215e+05,0
-5485.1,1.269e+06,5.43e+05,0
-5485,1.269e+06,5.43e+05,0
-5500.8,1.271e+06,5.4386e+05,0
-5519.1,1.273e+06,5.4472e+05,0
-5525.5,1.2737e+06,5.45e+05,0
-5539.5,1.275e+06,5.4557e+05,0
-5562.2,1.277e+06,5.4643e+05,0
-5567.4,1.2783e+06,5.47e+05,0
-5568.9,1.279e+06,5.4728e+05,0
-5559.6,1.281e+06,5.4814e+05,0
-5518.6,1.283e+06,5.49e+05,0
-5518.3,1.283e+06,5.49e+05,0
-5470.4,1.285e+06,5.4985e+05,0
-5406.4,1.287e+06,5.5071e+05,0
-5392.2,1.2877e+06,5.51e+05,0
-5372.4,1.289e+06,5.5156e+05,0
-5362.9,1.291e+06,5.5242e+05,0
-5378.2,1.2924e+06,5.53e+05,0
-5388.9,1.293e+06,5.5327e+05,0
-5423.3,1.295e+06,5.5413e+05,0
-5458,1.297e+06,5.5499e+05,0
-5458.4,1.297e+06,5.55e+05,0
-5488.5,1.299e+06,5.5584e+05,0
-5487.3,1.301e+06,5.567e+05,0
-5485.2,1.3017e+06,5.57e+05,0
-5488.1,1.303e+06,5.5755e+05,0
-5514.1,1.305e+06,5.5841e+05,0
-5519.8,1.3064e+06,5.59e+05,0
-5518.1,1.307e+06,5.5926e+05,0
-5500.3,1.309e+06,5.6012e+05,0
-5478.7,1.311e+06,5.6098e+05,0
-5478,1.3111e+06,5.61e+05,0
-5447.6,1.313e+06,5.6183e+05,0
-5417.6,1.315e+06,5.6269e+05,0
-5411.5,1.3157e+06,5.63e+05,0
-5403.8,1.317e+06,5.6354e+05,0
-5399.9,1.319e+06,5.644e+05,0
-5394,1.3204e+06,5.65e+05,0
-5388.4,1.321e+06,5.6526e+05,0
-5382.7,1.323e+06,5.6611e+05,0
-5389.7,1.325e+06,5.6697e+05,0
-5391,1.3251e+06,5.67e+05,0
-5424.5,1.327e+06,5.6782e+05,0
-5469.4,1.329e+06,5.6868e+05,0
-5484.6,1.3298e+06,5.69e+05,0
-5510.8,1.331e+06,5.6953e+05,0
-5542.4,1.333e+06,5.7039e+05,0
-5551.2,1.3344e+06,5.71e+05,0
-5555,1.335e+06,5.7125e+05,0
-5548.7,1.337e+06,5.721e+05,0
-5536.9,1.339e+06,5.7296e+05,0
-5536.2,1.3391e+06,5.73e+05,0
-5521.1,1.341e+06,5.7381e+05,0
-5510.4,1.343e+06,5.7467e+05,0
-5519.8,1.3438e+06,5.75e+05,0
-5528,1.345e+06,5.7553e+05,0
-5525.4,1.347e+06,5.7638e+05,0
-5531,1.3484e+06,5.77e+05,0
-5531.8,1.349e+06,5.7724e+05,0
-5494.5,1.351e+06,5.7809e+05,0
-5501.6,1.353e+06,5.7895e+05,0
-5505.6,1.3531e+06,5.79e+05,0
-5479.2,1.355e+06,5.798e+05,0
-5384.9,1.357e+06,5.8066e+05,0
-5431,1.3578e+06,5.81e+05,0
-5554.1,1.359e+06,5.8152e+05,0
-5550.5,1.361e+06,5.8237e+05,0
-5529,1.3625e+06,5.83e+05,0
-5518.3,1.363e+06,5.8323e+05,0
-5516.2,1.365e+06,5.8408e+05,0
-5520.8,1.367e+06,5.8494e+05,0
-5520.2,1.3671e+06,5.85e+05,0
-5512.9,1.369e+06,5.8579e+05,0
-5497.8,1.371e+06,5.8665e+05,0
-5487.5,1.3718e+06,5.87e+05,0
-5472.1,1.373e+06,5.8751e+05,0
-5448.8,1.375e+06,5.8836e+05,0
-5441,1.3765e+06,5.89e+05,0
-5440.1,1.377e+06,5.8922e+05,0
-5442,1.379e+06,5.9007e+05,0
-5467,1.381e+06,5.9093e+05,0
-5468.4,1.3812e+06,5.91e+05,0
-5484.4,1.383e+06,5.9179e+05,0
-5512.7,1.385e+06,5.9264e+05,0
-5519.5,1.3858e+06,5.93e+05,0
-5526.8,1.387e+06,5.935e+05,0
-5524.9,1.389e+06,5.9435e+05,0
-5524.9,1.3905e+06,5.95e+05,0
-5525.4,1.391e+06,5.9521e+05,0
-5517.3,1.393e+06,5.9606e+05,0
-5521.6,1.395e+06,5.9692e+05,0
-5521.9,1.3952e+06,5.97e+05,0
-5527.9,1.397e+06,5.9778e+05,0
-5529.9,1.399e+06,5.9863e+05,0
-5537.1,1.3999e+06,5.99e+05,0
-5548,1.401e+06,5.9949e+05,0
-5551.4,1.403e+06,6.0034e+05,0
-5552.2,1.4045e+06,6.01e+05,0
-5551.6,1.405e+06,6.012e+05,0
-5539.8,1.407e+06,6.0205e+05,0
-5517.1,1.409e+06,6.0291e+05,0
-5514.8,1.4092e+06,6.03e+05,0
-5493.5,1.411e+06,6.0377e+05,0
-5483.2,1.413e+06,6.0462e+05,0
-5487.3,1.4139e+06,6.05e+05,0
-5493.9,1.415e+06,6.0548e+05,0
-5515.4,1.417e+06,6.0633e+05,0
-5533.8,1.4186e+06,6.07e+05,0
-5539.3,1.419e+06,6.0719e+05,0
-5558.8,1.421e+06,6.0805e+05,0
-5564.6,1.423e+06,6.089e+05,0
-5564.2,1.4232e+06,6.09e+05,0
-5562.5,1.425e+06,6.0976e+05,0
-5552.8,1.427e+06,6.1061e+05,0
-5552.1,1.4279e+06,6.11e+05,0
-5552.4,1.429e+06,6.1147e+05,0
-5549.7,1.431e+06,6.1232e+05,0
-5553,1.4326e+06,6.13e+05,0
-5554.6,1.433e+06,6.1318e+05,0
-5574.4,1.435e+06,6.1404e+05,0
-5575.7,1.437e+06,6.1489e+05,0
-5576.3,1.4373e+06,6.15e+05,0
-5579.9,1.439e+06,6.1575e+05,0
-5587,1.441e+06,6.166e+05,0
-5591.7,1.4419e+06,6.17e+05,0
-5598.8,1.443e+06,6.1746e+05,0
-5662.9,1.445e+06,6.1832e+05,0
-5702.5,1.4466e+06,6.19e+05,0
-5712.5,1.447e+06,6.1917e+05,0
-5741.8,1.449e+06,6.2003e+05,0
-5717.3,1.451e+06,6.2088e+05,0
-5713,1.4513e+06,6.21e+05,0
-5681.6,1.453e+06,6.2174e+05,0
-5643.6,1.455e+06,6.2259e+05,0
-5630.7,1.4559e+06,6.23e+05,0
-5606.6,1.457e+06,6.2345e+05,0
-5570.1,1.459e+06,6.2431e+05,0
-5528.4,1.4606e+06,6.25e+05,0
-5519.2,1.461e+06,6.2516e+05,0
-5413.4,1.463e+06,6.2602e+05,0
-5377.6,1.465e+06,6.2687e+05,0
-5375.5,1.4653e+06,6.27e+05,0
-5376.5,1.467e+06,6.2773e+05,0
-5420.1,1.469e+06,6.2858e+05,0
-5447.9,1.47e+06,6.29e+05,0
-5480.1,1.471e+06,6.2944e+05,0
-5519,1.473e+06,6.303e+05,0
-5544.8,1.4746e+06,6.31e+05,0
-5552,1.475e+06,6.3115e+05,0
-5593.4,1.477e+06,6.3201e+05,0
-5613.9,1.479e+06,6.3286e+05,0
-5612.3,1.4793e+06,6.33e+05,0
-5599.4,1.481e+06,6.3372e+05,0
-5596.4,1.483e+06,6.3458e+05,0
-5587.9,1.484e+06,6.35e+05,0
-5582.6,1.485e+06,6.3543e+05,0
-5559.6,1.487e+06,6.3629e+05,0
-5563.4,1.4887e+06,6.37e+05,0
-5565.6,1.489e+06,6.3714e+05,0
-5600,1.491e+06,6.38e+05,0
-5632.5,1.493e+06,6.3885e+05,0
-5632.3,1.4933e+06,6.39e+05,0
-5607.3,1.495e+06,6.3971e+05,0
-5618.2,1.497e+06,6.4057e+05,0
-5509.3,1.498e+06,6.41e+05,0
-5416.4,1.499e+06,6.4142e+05,0
-5397.2,1.501e+06,6.4228e+05,0
-5579.4,1.5027e+06,6.43e+05,0
-5603.8,1.503e+06,6.4313e+05,0
-5664.2,1.505e+06,6.4399e+05,0
-5631.9,1.507e+06,6.4484e+05,0
-5626.6,1.5074e+06,6.45e+05,0
-5616.1,1.509e+06,6.457e+05,0
-5612.3,1.511e+06,6.4656e+05,0
-5612.6,1.512e+06,6.47e+05,0
-5612,1.513e+06,6.4741e+05,0
-5645.6,1.515e+06,6.4827e+05,0
-5640.9,1.5167e+06,6.49e+05,0
-5640.7,1.517e+06,6.4912e+05,0
-5636.8,1.519e+06,6.4998e+05,0
-5654.9,1.521e+06,6.5084e+05,0
-5656.1,1.5214e+06,6.51e+05,0
-5664,1.523e+06,6.5169e+05,0
-5669.9,1.525e+06,6.5255e+05,0
-5674,1.5261e+06,6.53e+05,0
-5676.3,1.527e+06,6.534e+05,0
-5540.7,1.529e+06,6.5426e+05,0
-5318,1.5307e+06,6.55e+05,0
-5286.8,1.531e+06,6.5511e+05,0
-5201.8,1.533e+06,6.5597e+05,0
-5216.7,1.535e+06,6.5683e+05,0
-5217.1,1.5354e+06,6.57e+05,0
-5220.8,1.537e+06,6.5768e+05,0
-5245.8,1.539e+06,6.5854e+05,0
-5236.8,1.5401e+06,6.59e+05,0
-5227.3,1.541e+06,6.5939e+05,0
-5191.4,1.543e+06,6.6025e+05,0
-5138.2,1.5448e+06,6.61e+05,0
-5133.1,1.545e+06,6.611e+05,0
-5174.5,1.547e+06,6.6196e+05,0
-5232.6,1.549e+06,6.6282e+05,0
-5232.3,1.5494e+06,6.63e+05,0
-5221.3,1.551e+06,6.6367e+05,0
-5189.3,1.553e+06,6.6453e+05,0
-5187.4,1.5541e+06,6.65e+05,0
-5186.1,1.555e+06,6.6538e+05,0
-5181.5,1.557e+06,6.6624e+05,0
-5200.7,1.5588e+06,6.67e+05,0
-5203.3,1.559e+06,6.671e+05,0
-5204.1,1.561e+06,6.6795e+05,0
-5203.1,1.563e+06,6.6881e+05,0
-5207.3,1.5635e+06,6.69e+05,0
-5212,1.565e+06,6.6966e+05,0
-5193.4,1.567e+06,6.7052e+05,0
-5202.4,1.5681e+06,6.71e+05,0
-5211.8,1.569e+06,6.7137e+05,0
-5224.9,1.571e+06,6.7223e+05,0
-5190.4,1.5728e+06,6.73e+05,0
-5187.8,1.573e+06,6.7309e+05,0
-5180.7,1.575e+06,6.7394e+05,0
-5209.3,1.577e+06,6.748e+05,0
-5209.7,1.5775e+06,6.75e+05,0
-5217.8,1.579e+06,6.7565e+05,0
-5211.2,1.581e+06,6.7651e+05,0
-5228,1.5821e+06,6.77e+05,0
-5239.1,1.583e+06,6.7737e+05,0
-5270.1,1.585e+06,6.7822e+05,0
-5272.2,1.5868e+06,6.79e+05,0
-5272.2,1.587e+06,6.7908e+05,0
-5275.3,1.589e+06,6.7993e+05,0
-5268.8,1.591e+06,6.8079e+05,0
-5269.9,1.5915e+06,6.81e+05,0
-5276.1,1.593e+06,6.8164e+05,0
-5282.2,1.595e+06,6.825e+05,0
-5260.1,1.5962e+06,6.83e+05,0
-5243.8,1.597e+06,6.8336e+05,0
-5231.2,1.599e+06,6.8421e+05,0
-5192.1,1.6008e+06,6.85e+05,0
-5187.6,1.601e+06,6.8507e+05,0
-5130.7,1.603e+06,6.8592e+05,0
-5072,1.605e+06,6.8678e+05,0
-5061.1,1.6055e+06,6.87e+05,0
-4997.3,1.607e+06,6.8763e+05,0
-5061.2,1.609e+06,6.8849e+05,0
-5038.8,1.6102e+06,6.89e+05,0
-4998.2,1.611e+06,6.8935e+05,0
-5044.3,1.613e+06,6.902e+05,0
-4957.1,1.6149e+06,6.91e+05,0
-4951.4,1.615e+06,6.9106e+05,0
-5031.9,1.617e+06,6.9191e+05,0
-5127.9,1.619e+06,6.9277e+05,0
-5162,1.6195e+06,6.93e+05,0
-5270.3,1.621e+06,6.9363e+05,0
-5386.9,1.623e+06,6.9448e+05,0
-5436.9,1.6242e+06,6.95e+05,0
-5469.9,1.625e+06,6.9534e+05,0
-5535.3,1.627e+06,6.9619e+05,0
-5557.4,1.6289e+06,6.97e+05,0
-5558.1,1.629e+06,6.9705e+05,0
-5555.5,1.631e+06,6.979e+05,0
-5541.1,1.633e+06,6.9876e+05,0
-5533.5,1.6336e+06,6.99e+05,0
-5502.8,1.635e+06,6.9962e+05,0
-5487.5,1.637e+06,7.0047e+05,0
-5473.2,1.6382e+06,7.01e+05,0
-5464.4,1.639e+06,7.0133e+05,0
-5498.3,1.641e+06,7.0218e+05,0
-5536,1.6429e+06,7.03e+05,0
-5538.1,1.643e+06,7.0304e+05,0
-5612.3,1.645e+06,7.039e+05,0
-5679.8,1.647e+06,7.0475e+05,0
-5693.2,1.6476e+06,7.05e+05,0
-5720.9,1.649e+06,7.0561e+05,0
-5725.3,1.651e+06,7.0646e+05,0
-5720.9,1.6523e+06,7.07e+05,0
-5712.5,1.653e+06,7.0732e+05,0
-5648.1,1.655e+06,7.0817e+05,0
-5567.2,1.6569e+06,7.09e+05,0
-5564.1,1.657e+06,7.0903e+05,0
-5403.8,1.659e+06,7.0989e+05,0
-5209,1.661e+06,7.1074e+05,0
-5115.9,1.6616e+06,7.11e+05,0
-4926.4,1.663e+06,7.116e+05,0
-4640.2,1.665e+06,7.1245e+05,0
-4446.5,1.6663e+06,7.13e+05,0
-4362.3,1.667e+06,7.1331e+05,0
-4105,1.669e+06,7.1416e+05,0
-3951.6,1.671e+06,7.15e+05,0
-3949.5,1.671e+06,7.1502e+05,0
-3890.7,1.673e+06,7.1588e+05,0
-3979.9,1.675e+06,7.1673e+05,0
-4035.3,1.6756e+06,7.17e+05,0
-4152.2,1.677e+06,7.1759e+05,0
-4586.1,1.679e+06,7.1844e+05,0
-4787.8,1.6803e+06,7.19e+05,0
-4894.8,1.681e+06,7.193e+05,0
-5318,1.683e+06,7.2016e+05,0
-5550.1,1.685e+06,7.21e+05,0
-5552.8,1.685e+06,7.2101e+05,0
-5789.3,1.687e+06,7.2187e+05,0
-5888.8,1.689e+06,7.2272e+05,0
-5934.4,1.6896e+06,7.23e+05,0
-6034.5,1.691e+06,7.2358e+05,0
-6058,1.693e+06,7.2443e+05,0
-6050.5,1.6943e+06,7.25e+05,0
-6045.5,1.695e+06,7.2529e+05,0
-5910.6,1.697e+06,7.2615e+05,0
-5908,1.699e+06,7.27e+05,0
-5908,1.699e+06,7.27e+05,0
-5844.4,1.701e+06,7.2786e+05,0
-5911.4,1.703e+06,7.2871e+05,0
-5896.3,1.7037e+06,7.29e+05,0
-5852.3,1.705e+06,7.2957e+05,0
-5914.3,1.707e+06,7.3042e+05,0
-5905.7,1.7083e+06,7.31e+05,0
-5890.1,1.709e+06,7.3128e+05,0
-5871.9,1.711e+06,7.3214e+05,0
-5861.9,1.713e+06,7.3299e+05,0
-5861.8,1.713e+06,7.33e+05,0
-5838.9,1.715e+06,7.3385e+05,0
-5820.5,1.717e+06,7.347e+05,0
-5814,1.7177e+06,7.35e+05,0
-5802.9,1.719e+06,7.3556e+05,0
-5785.5,1.721e+06,7.3642e+05,0
-5772,1.7224e+06,7.37e+05,0
-5767.4,1.723e+06,7.3727e+05,0
-5753.1,1.725e+06,7.3813e+05,0
-5732.1,1.727e+06,7.3898e+05,0
-5732,1.727e+06,7.39e+05,0
-5725.6,1.729e+06,7.3984e+05,0
-5713.2,1.731e+06,7.4069e+05,0
-5716.4,1.7317e+06,7.41e+05,0
-5719.1,1.733e+06,7.4155e+05,0
-5728.9,1.735e+06,7.4241e+05,0
-5748.2,1.7364e+06,7.43e+05,0
-5752.5,1.737e+06,7.4326e+05,0
-5771.9,1.739e+06,7.4412e+05,0
-5786.7,1.741e+06,7.4497e+05,0
-5787.7,1.7411e+06,7.45e+05,0
-5816.2,1.743e+06,7.4583e+05,0
-5842.1,1.745e+06,7.4668e+05,0
-5842.4,1.7457e+06,7.47e+05,0
-5838.2,1.747e+06,7.4754e+05,0
-5806.4,1.749e+06,7.484e+05,0
-5766.7,1.7504e+06,7.49e+05,0
-5750.1,1.751e+06,7.4925e+05,0
-5692.6,1.753e+06,7.5011e+05,0
-5627.6,1.755e+06,7.5096e+05,0
-5626,1.7551e+06,7.51e+05,0
-5594.4,1.757e+06,7.5182e+05,0
-5587.4,1.759e+06,7.5268e+05,0
-5593.1,1.7598e+06,7.53e+05,0
-5600.7,1.761e+06,7.5353e+05,0
-5618.3,1.763e+06,7.5439e+05,0
-5627.6,1.7644e+06,7.55e+05,0
-5628.9,1.765e+06,7.5524e+05,0
-5625.6,1.767e+06,7.561e+05,0
-5631.5,1.769e+06,7.5695e+05,0
-5630.8,1.7691e+06,7.57e+05,0
-5618.1,1.771e+06,7.5781e+05,0
-5632.9,1.773e+06,7.5867e+05,0
-5639.1,1.7738e+06,7.59e+05,0
-5649.9,1.775e+06,7.5952e+05,0
-5653.6,1.777e+06,7.6038e+05,0
-5641.6,1.7785e+06,7.61e+05,0
-5636.8,1.779e+06,7.6123e+05,0
-5646.5,1.781e+06,7.6209e+05,0
-5656,1.783e+06,7.6295e+05,0
-5657.2,1.7831e+06,7.63e+05,0
-5671.9,1.785e+06,7.638e+05,0
-5685.9,1.787e+06,7.6466e+05,0
-5688.3,1.7878e+06,7.65e+05,0
-5692.1,1.789e+06,7.6551e+05,0
-5696.4,1.791e+06,7.6637e+05,0
-5698.3,1.7925e+06,7.67e+05,0
-5699.6,1.793e+06,7.6722e+05,0
-5687.2,1.795e+06,7.6808e+05,0
-5679.6,1.797e+06,7.6894e+05,0
-5679.3,1.7972e+06,7.69e+05,0
-5671.3,1.799e+06,7.6979e+05,0
-5670,1.801e+06,7.7065e+05,0
-5669.5,1.8018e+06,7.71e+05,0
-5667,1.803e+06,7.715e+05,0
-5666.6,1.805e+06,7.7236e+05,0
-5681.3,1.8065e+06,7.73e+05,0
-5686.5,1.807e+06,7.7321e+05,0
-5674.7,1.809e+06,7.7407e+05,0
-5585.9,1.811e+06,7.7493e+05,0
-5578.3,1.8112e+06,7.75e+05,0
-5502.8,1.813e+06,7.7578e+05,0
-5510.3,1.815e+06,7.7664e+05,0
-5509.4,1.8158e+06,7.77e+05,0
-5512.1,1.817e+06,7.7749e+05,0
-5505.1,1.819e+06,7.7835e+05,0
-5510.9,1.8205e+06,7.79e+05,0
-5511.8,1.821e+06,7.7921e+05,0
-5491.1,1.823e+06,7.8006e+05,0
-5484.8,1.825e+06,7.8092e+05,0
-5485,1.8252e+06,7.81e+05,0
-5486.8,1.827e+06,7.8177e+05,0
-5502.6,1.829e+06,7.8263e+05,0
-5507.4,1.8299e+06,7.83e+05,0
-5514.4,1.831e+06,7.8348e+05,0
-5522.3,1.833e+06,7.8434e+05,0
-5516.1,1.8345e+06,7.85e+05,0
-5514.7,1.835e+06,7.852e+05,0
-5497.7,1.837e+06,7.8605e+05,0
-5460,1.839e+06,7.8691e+05,0
-5455.3,1.8392e+06,7.87e+05,0
-5418.8,1.841e+06,7.8776e+05,0
-5366.7,1.843e+06,7.8862e+05,0
-5340.7,1.8439e+06,7.89e+05,0
-5312.7,1.845e+06,7.8947e+05,0
-5265.8,1.847e+06,7.9033e+05,0
-5247.4,1.8486e+06,7.91e+05,0
-5244.5,1.849e+06,7.9119e+05,0
-5167,1.851e+06,7.9204e+05,0
-5078.2,1.853e+06,7.929e+05,0
-5068.3,1.8532e+06,7.93e+05,0
-4999.4,1.855e+06,7.9375e+05,0
-4994.2,1.857e+06,7.9461e+05,0
-4983,1.8579e+06,7.95e+05,0
-4968.1,1.859e+06,7.9547e+05,0
-4936.3,1.861e+06,7.9632e+05,0
-4905.5,1.8626e+06,7.97e+05,0
-4897.5,1.863e+06,7.9718e+05,0
-4878,1.865e+06,7.9803e+05,0
-4865.4,1.867e+06,7.9889e+05,0
-4864,1.8673e+06,7.99e+05,0
-4855.9,1.869e+06,7.9974e+05,0
-4851.4,1.871e+06,8.006e+05,0
-4856.5,1.8719e+06,8.01e+05,0
-4862.1,1.873e+06,8.0146e+05,0
-4866.8,1.875e+06,8.0231e+05,0
-4859.5,1.8766e+06,8.03e+05,0
-4858.8,1.877e+06,8.0317e+05,0
-4836.8,1.879e+06,8.0402e+05,0
-4829.7,1.881e+06,8.0488e+05,0
-4830.8,1.8813e+06,8.05e+05,0
-4827.6,1.883e+06,8.0574e+05,0
-4810.8,1.885e+06,8.0659e+05,0
-4836.1,1.886e+06,8.07e+05,0
-4868.7,1.887e+06,8.0745e+05,0
-4866.6,1.889e+06,8.083e+05,0
-4911,1.8906e+06,8.09e+05,0
-4917.9,1.891e+06,8.0916e+05,0
-4925.3,1.893e+06,8.1001e+05,0
-4848.1,1.895e+06,8.1087e+05,0
-4824.9,1.8953e+06,8.11e+05,0
-4714.1,1.897e+06,8.1173e+05,0
-4610.3,1.899e+06,8.1258e+05,0
-4587.4,1.9e+06,8.13e+05,0
-4569.5,1.901e+06,8.1344e+05,0
-4583.3,1.903e+06,8.1429e+05,0
-4655.2,1.9047e+06,8.15e+05,0
-4671.3,1.905e+06,8.1515e+05,0
-4767.9,1.907e+06,8.16e+05,0
-4868.3,1.909e+06,8.1686e+05,0
-4885.9,1.9093e+06,8.17e+05,0
-4967.4,1.911e+06,8.1772e+05,0
-5017.7,1.913e+06,8.1857e+05,0
-5029.5,1.914e+06,8.19e+05,0
-5038.3,1.915e+06,8.1943e+05,0
-5016.2,1.917e+06,8.2028e+05,0
-4969.5,1.9187e+06,8.21e+05,0
-4961,1.919e+06,8.2114e+05,0
-4892.2,1.921e+06,8.22e+05,0
-4816.3,1.923e+06,8.2285e+05,0
-4806.5,1.9233e+06,8.23e+05,0
-4766.5,1.925e+06,8.2371e+05,0
-4753.4,1.927e+06,8.2456e+05,0
-4767.3,1.928e+06,8.25e+05,0
-4780.8,1.929e+06,8.2542e+05,0
-4842.1,1.931e+06,8.2627e+05,0
-4905.6,1.9327e+06,8.27e+05,0
-4915.9,1.933e+06,8.2713e+05,0
-4976.8,1.935e+06,8.2799e+05,0
-4976.5,1.937e+06,8.2884e+05,0
-4974.3,1.9374e+06,8.29e+05,0
-4961.5,1.939e+06,8.297e+05,0
-4901.7,1.941e+06,8.3055e+05,0
-4876.2,1.942e+06,8.31e+05,0
-4858.5,1.943e+06,8.3141e+05,0
-4845.2,1.945e+06,8.3226e+05,0
-4847.7,1.9467e+06,8.33e+05,0
-4849.1,1.947e+06,8.3312e+05,0
